TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.674,6.588,1.448,9.261,1.742,7.325,0.202285,6.108,1.583,0.208525,9.095,2.072,0.193548,166.148,-9999,-9999,82.008,81.198,0.202957,-9999,-9999,261.471,261.471,0.0,-9999,-9999,316.935,311.282,0.202285,-9999,-9999,2.702,2.69,0.202285,101.687,101.667,0.193548,0.552,0.552,0.0,2.032,2.032,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,8.71978,0.202285,18.8301,0.263128,-1.50675,0.202285,-3.2538,0.876756,1.0,3,28.4839,19.5161,18.0,12.5161,-2.03326,-1.93103,0.202285,0.202285,0.127887,0.127472,0.142398,0.148079,-1.9343,-1.9343,0.202285,0.202285,0.126409,0.126409,0.141071,0.147164,-1.98588,-1.99334,0.202285,0.202285,0.0101372,0.0107674,-2.14336,-2.0523,-2.03326,-1.96902,-1.9343,-1.92705,-1.92505,-2.14336,-2.07776,-2.03523,-1.97332,-1.9343,-1.92705,-1.92505,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,0.202285,1.67722,1.67722,1.64928,1.64928,0.208525,0.208525,0.172551,0.172551,0.200114,0.200581,-7.28482,-7.04144,3.37775,3.21046,0.193548,0.193548,0.167592,0.167592,0.224157,0.224549,1.67198,1.67198,1.63596,1.63596,0.208525,0.208525,0.170691,0.170691,0.198513,0.198984,-7.04139,-7.04139,3.21052,3.21052,0.193548,0.193548,0.167177,0.167177,0.223847,0.224239,1.41005,1.50917,1.64813,1.65967,1.67722,1.71187,1.78833,1.41005,1.49857,1.50847,1.659,1.67722,1.70311,1.78833,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,0.208525,-7.30135,-7.29871,-7.28781,-7.04139,-7.00439,-7.00099,-6.99672,-7.30592,-7.29989,-7.28797,-7.04139,-7.00439,-7.00099,-6.99672,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,0.193548,1.83893,1.85444,1.79845,0.0386631,1.33035,1.52456,1.59546,1.85653,1.94035,1.97424,2.22449,1.85751,1.85653,1.79874,0.0359429,1.33537,1.53195,1.64641,1.85653,1.90096,1.94517,2.22722,3.77381,3.78874,3.7918,0.0312724,3.47371,3.5493,3.67322,3.79182,3.87307,3.90854,4.19539,3.77381,3.79084,3.78462,0.029371,3.47873,3.54486,3.69871,3.79182,3.87219,3.87947,4.19812,4.00245,3.67658,3.29406,0.155507,1.57956,1.7548,2.58132,3.67658,4.09698,4.23974,4.27451,4.00245,3.67658,3.29017,0.145037,1.75412,1.95329,2.58444,3.67658,4.09698,4.16995,4.27451,4.85037,4.85037,4.72822,0.0586321,4.01563,4.12454,4.56179,4.85037,5.01303,5.07482,5.08021,4.85037,4.85037,4.7365,0.0532228,4.12424,4.19726,4.5618,4.85037,5.01303,5.03658,5.08021,-9999,-9999
201202,4.533,1.0,2.713,1.631,1.0,6.663,2.774,1.0,6.312,5.192,1.363,7.623,1.883,4.533,1.0,2.713,1.631,1.0,6.663,2.774,1.0,229.45,105.558,1.0,117.115,105.558,1.0,-9999,-9999,259.213,259.213,0.0,282.26,1.0,314.731,282.26,1.0,1.966,1.0,2.672,1.966,1.0,101.263,101.19,0.992098,3.376,3.376,0.0,2.361,2.361,0.0,0.492275321144,0.645114942529,-9999,-9999,413.351,0.28592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.602,0.299569,24.1724,0.250629,11.1376,0.992098,25.3935,0.867233,2.0,3,26.1034,21.8966,14.7931,11.6552,-2.57904,-2.56215,0.275144,0.275144,0.143108,0.142986,0.149004,0.167098,-2.55785,-2.56331,0.275144,0.275144,0.14138,0.14138,0.147345,0.165726,-2.5651,-2.56653,0.275144,0.275144,0.0107421,0.011589,-2.74188,-2.58827,-2.58004,-2.56331,-2.51085,-2.50526,-2.49226,-2.74194,-2.67808,-2.5844,-2.56215,-2.50855,-2.50514,-2.49948,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.275144,0.203891,0.203891,1.21041,1.21041,0.313096,0.313096,0.189286,0.189286,0.190493,0.210145,-5.66372,-5.62771,4.84532,4.83857,0.226601,0.226601,0.200114,0.200114,0.211809,0.214382,0.209461,0.200197,1.2132,1.21014,0.313096,0.313096,0.186313,0.186313,0.187538,0.207471,-5.62518,-5.62608,4.84137,4.83918,0.226601,0.226601,0.19915,0.19915,0.210898,0.213483,-0.0531009,0.188694,0.196299,0.20572,0.220411,0.231505,0.240059,-0.0630354,0.0486889,0.194246,0.20572,0.21947,0.231247,0.233446,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,0.313096,-5.69629,-5.6725,-5.65666,-5.62608,-5.53923,-5.53368,-5.52771,-5.69281,-5.68662,-5.66372,-5.62608,-5.53446,-5.53281,-5.52768,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.226601,0.0767313,0.0766576,0.0652366,0.0034364,0.0142035,0.01535,0.0688828,0.0741235,0.0763225,0.076659,0.0769741,0.0763967,0.0764801,0.0670732,0.0031989,0.0144801,0.0670835,0.0695712,0.0755553,0.0765413,0.0766755,0.077087,2.63855,2.63997,2.63177,0.00872093,2.56934,2.57483,2.58135,2.63115,2.65629,2.66475,2.75573,2.63855,2.63433,2.63217,0.00817454,2.56849,2.57471,2.58379,2.63647,2.65512,2.66177,2.75034,3.58772,3.55569,3.66004,0.0201593,3.55503,3.58772,3.59213,3.60797,3.65111,3.70199,3.95447,3.59432,3.55963,3.67648,0.0230021,3.55505,3.55981,3.59396,3.60418,3.67773,3.92095,3.96047,5.81745,5.81745,5.84592,0.0224809,5.74073,5.7862,5.78993,5.81271,5.82315,5.83082,6.22419,5.82736,5.82722,5.85919,0.0245525,5.74073,5.77217,5.7883,5.81271,5.82722,6.06082,6.21446,-9999,-9999
201203,10.817,1.0,7.844,2.049,1.0,13.654,3.292,1.0,12.723,10.73,1.685,14.634,2.964,10.817,1.0,7.844,2.049,1.0,13.654,3.292,1.0,316.802,185.978,1.0,191.189,185.978,1.0,-9999,-9999,282.823,282.823,0.0,312.685,1.0,337.775,312.685,1.0,3.439,1.0,3.966,3.439,1.0,101.993,101.885,0.999328,0.385,0.385,0.0,1.895,1.895,0.0,0.437230934615,0.944220430108,-9999,-9999,411.367,0.583333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,23.705,0.59207,45.9943,0.555875,54.8124,1.0,106.351,1.1174,3.0,3,23.5161,24.4839,19.8387,20.5161,-3.68478,-3.68524,0.567204,0.567204,0.110251,0.110075,0.122381,0.12288,-3.6566,-3.6846,0.567204,0.567204,0.110275,0.110189,0.122403,0.122983,-3.69461,-3.70819,0.566767,0.566767,0.0110578,0.0110969,-3.81665,-3.76236,-3.7372,-3.70222,-3.67137,-3.65612,-3.55234,-3.83027,-3.76535,-3.75037,-3.70449,-3.67538,-3.65612,-3.55263,0.564516,0.565188,0.567204,0.56586,0.567204,0.567876,0.567204,0.564516,0.567204,0.565188,0.56586,0.567204,0.567876,0.567204,0.755962,0.755035,2.07907,2.0784,0.596716,0.596716,0.149466,0.149466,0.167686,0.169322,-7.65581,-7.65582,6.33073,6.33071,0.539785,0.539785,0.150477,0.150477,0.156688,0.157579,0.804435,0.741681,2.07836,2.08353,0.596716,0.596716,0.150194,0.149655,0.168336,0.169489,-7.6489,-7.64085,6.33722,6.33474,0.539785,0.539785,0.150326,0.150595,0.156544,0.157692,0.586002,0.633381,0.664126,0.740466,0.761132,0.785417,0.982649,0.556149,0.60268,0.642866,0.709513,0.75584,0.761801,0.982052,0.593911,0.596716,0.593911,0.593911,0.596716,0.596716,0.596716,0.593911,0.596716,0.596716,0.593911,0.596716,0.596716,0.596716,-7.73308,-7.71159,-7.67678,-7.65519,-7.62827,-7.62423,-7.60258,-7.73603,-7.7141,-7.67678,-7.65582,-7.62516,-7.62055,-7.59907,0.537254,0.538495,0.539785,0.539785,0.541129,0.539785,0.541129,0.538495,0.538495,0.539785,0.539785,0.539785,0.541129,0.541129,0.779325,0.777944,0.784254,0.00781525,0.700638,0.72841,0.736858,0.794194,0.813487,0.821233,0.845235,0.779184,0.805597,0.786016,0.00770547,0.700638,0.729501,0.74855,0.794194,0.810633,0.815816,0.860358,4.46442,4.46254,4.49244,0.0144469,4.36139,4.40186,4.43527,4.47543,4.51107,4.57858,4.71002,4.46442,4.46219,4.48063,0.0138498,4.3574,4.39276,4.43282,4.46451,4.50381,4.5508,4.65147,3.29211,3.0056,3.39936,0.0814217,2.86074,2.99561,3.10678,3.30859,3.41906,3.81702,4.66183,3.3074,2.84076,3.42136,0.0888866,2.82441,2.99561,3.04413,3.3074,3.42834,4.0836,4.69715,6.77846,6.77846,6.87449,0.0680671,6.37756,6.49751,6.63449,6.77846,6.98045,7.04348,7.93496,6.81391,6.66836,6.88022,0.0750037,6.34522,6.44479,6.54699,6.74917,6.9866,7.22024,7.9755,-9999,-9999
201204,13.266,1.0,11.162,1.6,1.0,14.836,2.304,1.0,13.925,12.241,1.197,15.172,1.955,13.266,1.0,11.162,1.6,1.0,14.836,2.304,1.0,401.495,204.825,1.0,197.91,204.825,1.0,-9999,-9999,309.149,309.149,0.0,342.574,1.0,363.471,342.574,1.0,3.016,1.0,3.468,3.016,1.0,100.67,100.589,1.0,3.472,3.472,0.0,2.23,2.383,0.434028,0.561297630286,0.979166666667,-9999,-9999,413.179,0.615972,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,20.4549,0.615278,37.4462,0.46054,67.635,1.0,123.818,1.39995,2.0,3,20.5,27.5,20.5,27.5,-2.53106,-2.54128,0.6125,0.6125,0.0939125,0.0938288,0.102938,0.10222,-2.51701,-2.51701,0.6125,0.6125,0.0940966,0.0941489,0.103106,0.102514,-2.52875,-2.52522,0.6125,0.6125,0.00651606,0.00628807,-2.59766,-2.57116,-2.56834,-2.51737,-2.4927,-2.48686,-2.47662,-2.59835,-2.56875,-2.56034,-2.51701,-2.4927,-2.48763,-2.47494,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,2.29837,2.29343,1.49665,1.50011,0.623333,0.623333,0.13857,0.13857,0.162306,0.159896,-6.00448,-6.01839,5.36907,5.35404,0.604321,0.604321,0.119415,0.119318,0.119826,0.120257,2.34144,2.34144,1.51769,1.51769,0.623333,0.623333,0.139469,0.139494,0.163074,0.160697,-6.01403,-6.01403,5.3608,5.3608,0.604321,0.604321,0.119333,0.119433,0.119744,0.120372,2.17731,2.23497,2.25723,2.34144,2.38718,2.40398,2.43471,2.17583,2.23643,2.27372,2.34144,2.38447,2.39599,2.43811,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,0.623333,-6.05453,-6.03199,-6.02658,-6.01747,-6.01259,-6.01217,-6.0019,-6.05228,-6.04174,-6.02658,-6.01763,-6.01259,-6.01174,-5.98966,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,0.604321,2.72941,2.76033,2.78507,0.0190784,2.59458,2.6048,2.71814,2.79415,2.87079,2.8822,2.98367,2.74526,2.76151,2.7901,0.0167738,2.58791,2.69432,2.74526,2.79415,2.85166,2.87079,2.89114,5.26707,5.27734,5.31029,0.0222834,5.0787,5.11043,5.21775,5.31603,5.38515,5.40588,5.54272,5.26925,5.27852,5.31885,0.0198289,5.07533,5.20082,5.26047,5.32752,5.38335,5.4122,5.5104,2.31763,1.91545,2.17888,0.0409998,1.80717,1.91545,1.94551,2.05724,2.39188,2.44407,2.62701,2.2658,1.91101,2.18852,0.0462356,1.81521,1.91545,1.94187,2.0588,2.39188,2.44793,2.71416,4.75997,4.75997,4.84601,0.0235259,4.60294,4.7028,4.74067,4.82932,4.96163,5.00677,5.05916,4.76455,4.75762,4.86611,0.0297463,4.65846,4.71557,4.74104,4.81914,4.95884,5.0233,5.08108,-9999,-9999
201205,16.48,1.0,13.78,1.541,1.0,18.139,2.445,1.0,17.403,15.064,1.573,18.84,2.461,16.48,1.0,13.78,1.541,1.0,18.139,2.445,1.0,461.526,263.727,1.0,255.181,263.727,1.0,-9999,-9999,319.018,319.018,0.0,365.061,1.0,373.104,365.061,1.0,4.358,1.0,4.797,4.358,1.0,101.322,101.363,1.0,1.764,1.764,0.0,2.081,2.269,1.0,0.457086685591,0.629704301075,-9999,-9999,439.428,0.950269,15.389,15.435,15.06,7.958,1.0,1.0,1.0,1.0,47.814,14.342,14.649,0.374328,0.586022,1.0,-9999,1.0,25.723,0.0,32.4328,-9999,97.7058,0.976478,123.192,1.26596,1.0,3,18.2581,29.7419,18.2258,29.7097,-1.71559,-1.70796,0.913978,0.913306,0.0856522,0.085356,0.183191,0.190504,-1.67383,-1.67383,0.913306,0.913306,0.0873618,0.0873618,0.183997,0.191411,-1.73466,-1.72643,0.913743,0.914281,0.0235722,0.0233529,-2.01218,-1.93566,-1.89114,-1.67383,-1.63995,-1.61179,-1.54312,-2.00379,-1.9348,-1.83727,-1.67802,-1.63995,-1.59418,-1.53716,0.909274,0.907258,0.909274,0.913306,0.918683,0.920699,0.922043,0.908602,0.922715,0.922715,0.899866,0.918683,0.902554,0.922043,2.96489,2.96489,2.00687,2.00687,0.939823,0.939823,0.132736,0.132736,0.393335,0.431438,-4.45945,-4.44666,4.90468,4.95076,0.897516,0.896403,0.105054,0.104795,0.118144,0.116997,3.0424,3.0424,1.98591,1.98591,0.939823,0.939823,0.138885,0.138885,0.395453,0.433369,-4.43948,-4.43948,4.96262,4.96262,0.896403,0.896403,0.105787,0.105787,0.118796,0.117887,2.31193,2.42689,2.5918,3.0424,3.10369,3.16741,3.295,2.3149,2.42689,2.625,3.0034,3.14582,3.24792,3.36743,0.921147,0.962554,0.921147,0.939823,0.957461,0.919355,0.957461,0.921147,0.962554,0.962554,0.912281,0.957461,0.921147,0.921147,-4.53456,-4.50944,-4.48995,-4.43948,-4.40938,-4.40134,-4.3898,-4.53331,-4.49982,-4.48465,-4.43948,-4.40938,-4.39577,-4.3898,0.901928,0.901928,0.897516,0.896403,0.896403,0.891279,0.89232,0.901928,0.897516,0.897516,0.896403,0.896403,0.897516,0.89232,3.4766,3.50518,3.49238,0.0566252,2.70457,3.16078,3.24763,3.51494,3.64834,3.85579,4.07706,3.5058,3.50673,3.50719,0.0485403,2.84711,3.20773,3.38768,3.50838,3.59948,3.72456,4.04813,5.18742,5.17901,5.21881,0.0440726,4.63937,4.93219,5.07718,5.18742,5.32333,5.54257,5.68845,5.21518,5.18056,5.24185,0.0382314,4.76609,5.08462,5.12673,5.21518,5.30338,5.57672,5.64231,4.64577,4.05335,4.64681,0.0761191,3.94293,4.05335,4.27496,4.63254,4.95622,5.18099,5.56678,4.5419,4.05335,4.63063,0.0759535,3.83451,4.05335,4.27496,4.60376,5.05366,5.17387,5.56552,5.43465,5.43465,5.73179,0.0420251,5.30478,5.43465,5.54537,5.76247,5.88264,5.96559,6.12106,5.43465,5.43465,5.74313,0.0452035,5.29036,5.43126,5.50491,5.78028,5.8831,6.08264,6.16639,-9999,-9999
